,code,name
9358,PHRD 567,PHRD 567 Pharmacy Law
9359,PHRD 568,PHRD 568 Principles and Leadership in Community Health 1
9360,PHRD 569,PHRD 569 Principles and Leadership in Community Health 2
9361,PHRD 570,PHRD 570 Therapeutics: Central Nervous System
9362,PHRD 572,PHRD 572 Therapeutics: General Medicine and Inflammatory Disorders
9363,PHRD 599,PHRD 599 Special Topics
9364,PHRD 601,PHRD 601 Therapeutics V
9365,PHRD 603,PHRD 603 Therapeutics: Endocrine System
9366,PHRD 605,PHRD 605 Therapeutics VII
9367,PHRD 606,PHRD 606 Therapeutics VIII
9368,PHRD 607,PHRD 607 Nutrition
9369,PHRD 608,PHRD 608 Therapeutics: Oncology
9370,PHRD 610,PHRD 610 Therapeutics: Special Populations
9371,PHRD 611,PHRD 611 Therapeutics: Infectious Diseases
9372,PHRD 612,PHRD 612 Therapeutics XI
9373,PHRD 614,PHRD 614 Pharmaceutical Economics and Outcome Studies
9374,PHRD 616,"PHRD 616 Pharmacy, Law and Ethics"
9375,PHRD 619,PHRD 619 Therapeutics: Cardiovascular System
9376,PHRD 620,PHRD 620 Pharmacy Practice and Professionalism 5
9377,PHRD 621,PHRD 621 Pharmacy Practice and Professionalism 6
9378,PHRD 622,PHRD 622 Case Conference 3
9379,PHRD 623,PHRD 623 Case Conference 4
9380,PHRD 624,PHRD 624 Community Pharmacy Practice
9381,PHRD 625,PHRD 625 Hospital Pharmacy Practice
9382,PHRD 626,PHRD 626 Elective Pharmacy Practice
9383,PHRD 627,PHRD 627 Elective Pharmacy Practice Experience
9384,PHRD 628,PHRD 628 Interprofessional Collaboration for Patient Care/Population Health - Part I
9385,PHRD 633,PHRD 633 Pharmacy Management and Economics
9386,PHRD 634,PHRD 634 Scholarly Project 1
9387,PHRD 635,PHRD 635 Scholarly Project 2
9388,PHRD 636,PHRD 636 Scholarly Project 3
9389,PHRD 639,PHRD 639 Pharmacy Review
9390,PHRD 650,PHRD 650 APPE Gateway
9391,PHRD 651,PHRD 651 Community Pharmacy and Business Management I
9392,PHRD 652,PHRD 652 Community Pharmacy and Business Management II
9393,PHRD 653,PHRD 653 Principles of Managed Care
9394,PHRD 654,PHRD 654 Acute Care II
9395,PHRD 655,PHRD 655 Geriatric Pharmacy I
9396,PHRD 656,PHRD 656 Geriatric Pharmacy II
9397,PHRD 657,PHRD 657 Basic Research Design
9398,PHRD 658,PHRD 658 Sleep and the Pharmacologic Management of Its Disorders
9399,PHRD 659,PHRD 659 Molecular Therapeutics: Signal Transduction
9400,PHRD 660,PHRD 660 Disease State Management I
9401,PHRD 661,PHRD 661 Pharmacy Practice in Women's Health
9402,PHRD 662,PHRD 662 Psychiatric Pharmacy Practice
9403,PHRD 663,PHRD 663 Pharmaceutical Development
9404,PHRD 664,PHRD 664 Clinical Problem Solving
9405,PHRD 665,PHRD 665 Complementary/Alternative Therapeutics
9406,PHRD 666,PHRD 666 Therapeutic Drug Monitoring
9407,PHRD 667,PHRD 667 Drugs of Abuse
9408,PHRD 668,PHRD 668 Computing Application
9409,PHRD 669,PHRD 669 Health Care Needs of Special Populations
9410,PHRD 670,PHRD 670 Marketing and Development in the Pharmaceutical Industry
9411,PHRD 671,PHRD 671 Pharmacy Education Seminar
9412,PHRD 672,PHRD 672 Introduction to Critical Care
9413,PHRD 673,PHRD 673 Spanish for Pharmacists
9414,PHRD 674,PHRD 674 Acute Care I
9415,PHRD 677,PHRD 677 Risk Assessment and Management in Pharmacy Practice
9416,PHRD 678,PHRD 678 Topics in Pharmacology: the Other Side of Drugs
9417,PHRD 679,PHRD 679 Toxicology and the Media
9418,PHRD 688,PHRD 688 Global Pharmacy
9419,PHRD 701,PHRD 701 Acute Care Clinical APPE
9420,PHRD 704,PHRD 704 Primary Care APPE
9421,PHRD 705,PHRD 705 Community Pharmacy APPE
9422,PHRD 714,PHRD 714 Nuclear Pharmacy APPE
9423,PHRD 718,PHRD 718 Hospital Pharmacy Practice APPE
9424,PHRD 725,PHRD 725 International Pharmacy Practice Experience
9425,PHRD 731,PHRD 731 Advanced Geriatrics APPE
9426,PHRD 738,PHRD 738 Pharmaceutical Industry APPE
9427,PHRD 750,PHRD 750 Advanced Pharmacy Practice Elective (APPE)
9428,PHRD 751,PHRD 751 Non-traditional Advanced Pharmacy Elective (APPE)
9429,PHRD 752,PHRD 752 Special Project APPE
9430,PHRD 790,PHRD 790 Directed Research
9431,PHRD 794a,PHRD 794a Doctoral Dissertation
9432,PHRD 794b,PHRD 794b Doctoral Dissertation
9433,PHRD 794c,PHRD 794c Doctoral Dissertation
9434,PHRD 794d,PHRD 794d Doctoral Dissertation
9435,PHRD 794z,PHRD 794z Doctoral Dissertation
9436,PHRD 796a,PHRD 796a Doctor of Pharmacy Capstone
9437,PHRD 796b,PHRD 796b Doctor of Pharmacy Capstone
9438,PHTS 654,PHTS 654 Computation in Drug Discovery and Development
9439,PHTS 790,PHTS 790 Research
9440,PHYS 051x,PHYS 051x Problem Solving in Mechanics and Thermodynamics
9441,PHYS 100Lgx,PHYS 100Lgx The Physical World
9442,PHYS 110Lgx,PHYS 110Lgx The Physical World and the Universe
9443,PHYS 111gx,PHYS 111gx Representations of Physics and Astronomy in the Arts
9444,PHYS 125Lg,PHYS 125Lg Physics for Architects
9445,PHYS 135ag,PHYS 135ag Physics for the Life Sciences
9446,PHYS 135bL,PHYS 135bL Physics for the Life Sciences
9447,PHYS 141L,PHYS 141L Special Laboratory I
9448,PHYS 142L,PHYS 142L Special Laboratory II
9449,PHYS 143L,PHYS 143L Special Laboratory III
9450,PHYS 151Lg,PHYS 151Lg Fundamentals of Physics I: Mechanics and Thermodynamics
9451,PHYS 152L,PHYS 152L Fundamentals of Physics II: Electricity and Magnetism
9452,PHYS 153L,PHYS 153L Fundamentals of Physics III: Optics and Modern Physics
9453,PHYS 161Lg,PHYS 161Lg Advanced Principles of Physics I
9454,PHYS 162L,PHYS 162L Advanced Principles of Physics II
9455,PHYS 163L,PHYS 163L Advanced Principles of Physics III
9456,PHYS 171Lg,PHYS 171Lg Applied Physics I: Mechanics
9457,PHYS 172L,"PHYS 172L Applied Physics II: Electricity, Magnetism and Optics"
9458,PHYS 173L,PHYS 173L Applied Physics III: Topics in Modern Physics
9459,PHYS 190,PHYS 190 Physics Discovery Series
9460,PHYS 200Lgx,PHYS 200Lgx The Physics and Technology of Energy
9461,PHYS 304,PHYS 304 Mechanics
9462,PHYS 316,PHYS 316 Thermodynamics and Statistical Mechanics
9463,PHYS 390,PHYS 390 Special Problems
9464,PHYS 408a,PHYS 408a Electricity and Magnetism
9465,PHYS 408b,PHYS 408b Electricity and Magnetism
9466,PHYS 430,PHYS 430 General Relativity and Gravitation
9467,PHYS 438a,PHYS 438a Introduction to Quantum Mechanics and its Applications
9468,PHYS 438b,PHYS 438b Introduction to Quantum Mechanics and its Applications
9469,PHYS 440,PHYS 440 Introduction to Condensed Matter Physics
9470,PHYS 444,PHYS 444 Physical Biology: From Molecules to Cells
9471,PHYS 472,PHYS 472 Introduction to Lasers and Laser Systems
9472,PHYS 473L,PHYS 473L Lasers and Optics Laboratory
9473,PHYS 490x,PHYS 490x Directed Research
9474,PHYS 492L,PHYS 492L Senior Lab
9475,PHYS 493L,PHYS 493L Advanced Experimental Techniques
9476,PHYS 495,PHYS 495 Senior Project
9477,PHYS 499,PHYS 499 Special Topics
9478,PHYS 500,PHYS 500 Graduate Colloquium
9479,PHYS 502,PHYS 502 Advanced Optics
9480,PHYS 504,PHYS 504 Advanced Mechanics
9481,PHYS 508a,PHYS 508a Advanced Electricity and Magnetism
9482,PHYS 508b,PHYS 508b Advanced Electricity and Magnetism
9483,PHYS 510,PHYS 510 Methods of Theoretical Physics
9484,PHYS 513,PHYS 513 Applications of Quantum Computing
9485,PHYS 514,PHYS 514 Methods of Experimental Physics
9486,PHYS 516,PHYS 516 Methods of Computational Physics
9487,PHYS 518,PHYS 518 Thermodynamics and Statistical Mechanics
9488,PHYS 520,PHYS 520 Methods for Complex Systems
9489,PHYS 530,PHYS 530 Relativity
9490,PHYS 540,PHYS 540 Solid State Physics
9491,PHYS 550,PHYS 550 Theory of Open Quantum Systems
9492,PHYS 558a,PHYS 558a Quantum Mechanics
9493,PHYS 558b,PHYS 558b Quantum Mechanics
9494,PHYS 559,PHYS 559 Quantum Devices
9495,PHYS 590,PHYS 590 Directed Research
9496,PHYS 593,PHYS 593 Practicum in Teaching Physics and Astronomy
9497,PHYS 594a,PHYS 594a Master's Thesis
9498,PHYS 594b,PHYS 594b Master's Thesis
9499,PHYS 594z,PHYS 594z Master's Thesis
9500,PHYS 596,PHYS 596 Internship for Curricular Practical Training
9501,PHYS 630,PHYS 630 Science of Nanoscale Materials
9502,PHYS 640,PHYS 640 Advanced Condensed Matter Physics
9503,PHYS 650,PHYS 650 Topics in Current Research
9504,PHYS 660,PHYS 660 Quantum Information Science and Many-Body Physics
9505,PHYS 668,PHYS 668 Advanced Quantum Mechanics
9506,PHYS 669a,PHYS 669a Group Theory and Symmetries in Physics
9507,PHYS 669b,PHYS 669b Group Theory and Symmetries in Physics
9508,PHYS 670,PHYS 670 High Energy Physics
9509,PHYS 678,PHYS 678 Relativistic Quantum Field Theory
9510,PHYS 680,PHYS 680 Advanced Quantum Field Theory
9511,PHYS 682,PHYS 682 Supersymmetric Field Theory
9512,PHYS 684,PHYS 684 Advanced String Theory
9513,PHYS 690,PHYS 690 Introduction to Physical Biology
9514,PHYS 692,PHYS 692 Internship
9515,PHYS 710,PHYS 710 Selected Topics in Experimental Physics
9516,PHYS 720,PHYS 720 Selected Topics in Theoretical Physics
9517,PHYS 730,PHYS 730 Selected Topics in Particle Physics
9518,PHYS 740,PHYS 740 Selected Topics in Condensed Matter Physics
9519,PHYS 750o,PHYS 750o Off Campus Studies
9520,PHYS 760,PHYS 760 Selected Topics in Computational Physics
9521,PHYS 790,PHYS 790 Research
9522,PHYS 794a,PHYS 794a Doctoral Dissertation
9523,PHYS 794b,PHYS 794b Doctoral Dissertation
9524,PHYS 794c,PHYS 794c Doctoral Dissertation
9525,PHYS 794d,PHYS 794d Doctoral Dissertation
9526,PHYS 794z,PHYS 794z Doctoral Dissertation
9527,PJMT 500,PJMT 500 Principles of Project Management
9528,PJMT 505,PJMT 505 Requirements Elicitation and Business Analysis
9529,PJMT 510,PJMT 510 Schedule Management
9530,PJMT 515,PJMT 515 Cost Estimation and Forecasting
9531,PJMT 520,PJMT 520 Risk Management
9532,PJMT 525,PJMT 525 Agile Project Management Methodologies
9533,PJMT 530,PJMT 530 Quality and Process Improvement
9534,PJMT 535,PJMT 535 Specialized Project Management
9535,PJMT 540,PJMT 540 Organizational Change Management and Business Relationships
9536,PJMT 545,PJMT 545 Program Management
9537,PJMT 550,PJMT 550 Portfolio Management
9538,PJMT 555,PJMT 555 Project Management Capstone
9539,PLUS 600,PLUS 600 Environmental Goods in Planning and Development
9540,PLUS 601,PLUS 601 Advanced Planning Theory I
9541,PLUS 603,PLUS 603 Planning and Development Paradigms
9542,PLUS 612,PLUS 612 Analysis of Quantitative Data for Planning and Development
9543,PLUS 615,PLUS 615 Behavioral Issues in Environmental Design
9544,PLUS 623,PLUS 623 Politics of Planning and the Urban Environment
9545,PLUS 626,PLUS 626 Information Systems for Planning and Development
9546,PLUS 631,PLUS 631 Seminar in Physical Planning and Design in Developing Countries
9547,PLUS 632,PLUS 632 National Urban Policy in Developing Countries
9548,PLUS 633,PLUS 633 Seminar in Comparative Housing Policy and Urban Planning Programs
9549,PLUS 635,PLUS 635 Urban Finance
9550,PLUS 640,PLUS 640 International Urban Development
9551,PLUS 650,PLUS 650 Public Policy and Globalization
9552,PLUS 651,PLUS 651 Applied Research Design and Inquiry
9553,PLUS 652,"PLUS 652 Place, Institutions, and Governance"
9554,PLUS 653,PLUS 653 Leading Change and Innovation in Urban Communities
9555,PLUS 660,PLUS 660 Economics of a Productive Development - A Public/Private Perspective
9556,PLUS 661,PLUS 661 Politics and Process of Urban Development
9557,PLUS 662,PLUS 662 Planning and Development Case Study
9558,PLUS 663,PLUS 663 Designing Livable Environments I
9559,PLUS 664,PLUS 664 Urban Political Economy and Urban Development
9560,PLUS 665,PLUS 665 Economics for a Productive City
9561,PLUS 667,PLUS 667 Effective Engagement with Stakeholders
9562,PLUS 668,PLUS 668 Big Data for Planning and Development
9563,PLUS 669,PLUS 669 Designing Livable Environments II
9564,PLUS 670,PLUS 670 Communicating Data for Planning and Development
9565,PLUS 671,PLUS 671 Leading a Collaborative City
9566,PLUS 672,PLUS 672 Integrating Concepts for Action
9567,PLUS 680,PLUS 680 Advanced Urban and Regional Transportation Planning
9568,PLUS 692,PLUS 692 Conspectus Preparation
9569,PLUS 694a,"PLUS 694a Planning, Design and Development Professional Dissertation"
9570,PLUS 694b,"PLUS 694b Planning, Design and Development Professional Dissertation"
9571,PLUS 694c,"PLUS 694c Planning, Design and Development Professional Dissertation"
9572,PLUS 694d,"PLUS 694d Planning, Design and Development Professional Dissertation"
9573,PLUS 694z,"PLUS 694z Planning, Design and Development Professional Dissertation"
9574,PM 498,PM 498 Summer Institute in Biostatistics
9575,PM 499,PM 499 Special Topics
9576,PM 500,PM 500 Foundations of Health Behavior
9577,PM 501,PM 501 Foundations in Health Education and Promotion
9578,PM 502,PM 502 Foundations of Public Health
9579,PM 503,PM 503 Practice of Public Health
9580,PM 504,PM 504 Quality in Health Care
9581,PM 505,PM 505 Training and Curriculum Design in Public Health
9582,PM 506,PM 506 Overcoming Real World Challenges in Global Health
9583,PM 507,PM 507 Public Health Services Research Methods
9584,PM 508,PM 508 Health Service Delivery in the U.S.
9585,PM 509,PM 509 Comparative Health Care Systems
9586,PM 510L,PM 510L Principles of Biostatistics
9587,PM 511aL,PM 511aL Data Analysis
9588,PM 511bL,PM 511bL Data Analysis
9589,PM 511cL,PM 511cL Data Analysis
9590,PM 512,PM 512 Principles of Epidemiology
9591,PM 513,PM 513 Experimental Designs
9592,PM 514,PM 514 Sexually Transmitted Infections: a Systems Approach
9593,PM 515,PM 515 Multivariate Statistics in Health Behavior Research
9594,PM 516a,PM 516a Statistical Problem Solving
9595,PM 516b,PM 516b Statistical Problem Solving
9596,PM 517a,PM 517a Research Methods in Epidemiology
9597,PM 517b,PM 517b Research Methods in Epidemiology
9598,PM 518a,"PM 518a Statistical Methods for Epidemiological Studies I, II"
9599,PM 518b,"PM 518b Statistical Methods for Epidemiological Studies I, II"
9600,PM 519,PM 519 Moving Toward Health Equity in the United States
9601,PM 520L,PM 520L Advanced Statistical Computing
9602,PM 522a,PM 522a Introduction to the Theory of Statistics
9603,PM 522b,PM 522b Introduction to the Theory of Statistics
9604,PM 523,PM 523 Design of Clinical Studies
9605,PM 524a,PM 524a Practicum in Health Behavior
9606,PM 524b,PM 524b Practicum in Health Behavior
9607,PM 524c,PM 524c Practicum in Health Behavior
9608,PM 525,PM 525 Culture and Health: Global Perspectives
9609,PM 526,PM 526 Communications in Public Health
9610,PM 527,PM 527 Epidemiology of Infectious Disease
9611,PM 528,PM 528 Program Design and Evaluation
9612,PM 529,PM 529 Environmental Health: An Epidemiological Approach
9613,PM 530,PM 530 Biological Basis of Disease
9614,PM 532,PM 532 Genetics in Public Health and Preventive Medicine
9615,PM 533,PM 533 Genetic and Molecular Epidemiology
9616,PM 534,PM 534 Statistical Genetics
9617,PM 536,PM 536 Program Evaluation and Research
9618,PM 537,PM 537 Chronic Disease Epidemiology
9619,PM 538,PM 538 Introduction to Biomedical Informatics
9620,PM 539,PM 539 Nutrient-Drug Interactions
9621,PM 540,PM 540 Maternal and Child Nutrition: Practice and Policy
9622,PM 541,"PM 541 Obesity, Metabolism and Health"
9623,PM 542,PM 542 Social Network Analysis
9624,PM 543L,PM 543L Nonparametric Statistics
9625,PM 544L,PM 544L Multivariate Analysis
9626,PM 545L,PM 545L Introduction to Time Series
9627,PM 546,PM 546 Biological Threats and Terrorism
9628,PM 547,PM 547 Public Health Policy and Politics
9629,PM 548,PM 548 Prevention and Public Policy
9630,PM 549,PM 549 Human Molecular Genetics and Genomics
9631,PM 550,PM 550 Sample Surveys
9632,PM 551,PM 551 Statistical Methods in Genome-Wide Association Studies
9633,PM 552,PM 552 Statistical Methods in Clinical Trials
9634,PM 553,PM 553 Human Exposure Assessment for Public Health
9635,PM 554,PM 554 Health Effects of Environmental Contaminants
9636,PM 555,"PM 555 Environmental Health, Policy and Practice"
9637,PM 556,PM 556 Environment and the Brain
9638,PM 557,PM 557 Global Environmental Health
9639,PM 558,"PM 558 Environmental Epidemiology: Concepts, Methods, and Practice"
9640,PM 560,PM 560 Statistical Programming With R
9641,PM 561,PM 561 Health and Sustainable Development in Costa Rica
9642,PM 562,PM 562 Intervention Approaches for Health Promotion and Disease Prevention
9643,PM 563,PM 563 Organizing and Mobilizing Communities for Public Health
9644,PM 564,PM 564 Public Health Leadership and Management
9645,PM 565,PM 565 Introduction to Global Health
9646,PM 566,PM 566 Introduction to Health Data Science
9647,PM 567,PM 567 Public Health Disaster Management and Response
9648,PM 568,PM 568 Ethical Issues in Public Health
9649,PM 569,PM 569 Spatial Statistics
9650,PM 570,PM 570 Statistical Methods in Human Genetics
9651,PM 571,PM 571 Applied Logistic Regression
9652,PM 572,PM 572 Medical Physiology I
9653,PM 573,PM 573 Medical Physiology II
9654,PM 574,PM 574 Programming In Modern Statistical Software
9655,PM 575,PM 575 Statistical Methods in Environmental Epidemiology
9656,PM 576,PM 576 Global Health Research and Programs
9657,PM 577,"PM 577 Global Health, Law and Human Rights: Concepts and Methods"
9658,PM 578,PM 578 Global Health Governance and Diplomacy
9659,PM 579,PM 579 Statistical Analysis of High-Dimensional Data
9660,PM 580,PM 580 Foundations of Child Health
9661,PM 581,PM 581 Quality and Inequality in Health Care: Examination of Health Services
9662,PM 582,PM 582 Epidemiology and Prevention of Pediatric Injuries
9663,PM 583,PM 583 Foundations of Early Childhood Mental Health
9664,PM 584,PM 584 Systems of Care for Children with Special Needs
9665,PM 585,PM 585 Child Health Policy
9666,PM 586,PM 586 Reproductive and Perinatal Epidemiology
9667,PM 587,PM 587 Qualitative Research Methods in Public Health
9668,PM 588,PM 588 The Practice of Epidemiology
9669,PM 589,PM 589 Global Health Policy in Action: Geneva Course
9670,PM 590,PM 590 Directed Research
9671,PM 591,PM 591 Machine Learning for the Health Sciences
9672,PM 592,PM 592 Regression Analysis for Health Data Science
9673,PM 594a,PM 594a Master's Thesis
9674,PM 594b,PM 594b Master's Thesis
9675,PM 594z,PM 594z Master's Thesis
9676,PM 595,PM 595 Internship for Curricular Practical Training
9677,PM 596,PM 596 Practicum in Public Health
9678,PM 597,PM 597 Capstone in Public Health
9679,PM 599,PM 599 Special Topics
9680,PM 601,PM 601 Basic Theory and Strategies in Prevention
9681,PM 602,PM 602 Basic Theory and Strategies for Compliance/Adaptation
9682,PM 603,PM 603 Structural Equation Modeling
9683,PM 604,PM 604 Health Behavior Research Methods
9684,PM 605,PM 605 Systematic Review and Meta-Analysis
9685,PM 606,PM 606 Health Data Science Practicum
9686,PM 607,"PM 607 Nutrition and Health: Myths, Controversies and Science"
9687,PM 608,PM 608 Environmental and Genetic/Epigenetic Epidemiology
9688,PM 610,PM 610 Seminar in Biostatistics and Epidemiology
9689,PM 611,PM 611 Advanced Topics in Epidemiology
9690,PM 612a,PM 612a Clinical Translational Research (CTR)
9691,PM 612b,PM 612b Clinical Translational Research (CTR)
9692,PM 612c,PM 612c Clinical Translational Research (CTR)
9693,PM 615,PM 615 Intervention Research Grant Proposal Development
9694,PM 690a,PM 690a Directed Research in Health Behavior
9695,PM 690b,PM 690b Directed Research in Health Behavior
9696,PM 690c,PM 690c Directed Research in Health Behavior
9697,PM 690d,PM 690d Directed Research in Health Behavior
9698,PM 690z,PM 690z Directed Research in Health Behavior
9699,PM 756,PM 756 Research Seminar in Health Behavior
9700,PM 790,PM 790 Research
9701,PM 794a,PM 794a Doctoral Dissertation
9702,PM 794b,PM 794b Doctoral Dissertation
9703,PM 794c,PM 794c Doctoral Dissertation
9704,PM 794d,PM 794d Doctoral Dissertation
9705,PM 794z,PM 794z Doctoral Dissertation
9706,PMEP 509,PMEP 509 Research Design
9707,PMEP 525,PMEP 525 Pharmacoeconomics I
9708,PMEP 526,PMEP 526 Pharmacoeconomics II
9709,PMEP 527,PMEP 527 Pharmacoeconomics III
9710,PMEP 534,PMEP 534 Health Economics I
9711,PMEP 535,PMEP 535 Behavioral Science and Policy in Healthcare
9712,PMEP 539,PMEP 539 Economic Assessment of Medical Care
9713,PMEP 544,PMEP 544 Health Economics II
9714,PMEP 547,PMEP 547 Programming Methods for Empirical Analysis of Health Data
9715,PMEP 551,PMEP 551 Introduction to Health Econometrics
9716,PMEP 552,PMEP 552 Advanced Health Econometrics I
9717,PMEP 553,PMEP 553 Advanced Health Econometrics II
9718,PMEP 590,PMEP 590 Directed Research
9719,PMEP 596,PMEP 596 Internship for Curricular Practical Training
9720,PMEP 698,PMEP 698 Seminar in Pharmaceutical Economics and Policy
9721,PMEP 790,PMEP 790 Research
9722,PMEP 794a,PMEP 794a Doctoral Dissertation
9723,PMEP 794b,PMEP 794b Doctoral Dissertation
9724,PMEP 794c,PMEP 794c Doctoral Dissertation
9725,PMEP 794d,PMEP 794d Doctoral Dissertation
9726,PMEP 794z,PMEP 794z Doctoral Dissertation
9727,POIR 507,POIR 507 Gender and International Relations
9728,POIR 509,"POIR 509 Culture, Gender and Global Society"
9729,POIR 510,"POIR 510 Gender, War and Peace"
9730,POIR 516,"POIR 516 Advanced Research Methods: Text, Talk and Context"
9731,POIR 517,POIR 517 International Policy Analysis
9732,POIR 518,POIR 518 Historical Memory and Public Diplomacy
9733,POIR 519,POIR 519 Field Research Methods in Political Science and International Relations
9734,POIR 520,POIR 520 Formulating US Foreign Policy: How Washington Works
9735,POIR 521,POIR 521 Foreign Policy Analysis
9736,POIR 525,POIR 525 State and Society in International Relations
9737,POIR 526,POIR 526 Migration and Diaspora in International Politics
9738,POIR 531,POIR 531 Strategy and Arms Control
9739,POIR 534,POIR 534 East Asian Security Issues
9740,POIR 535,POIR 535 North African and Middle Eastern Politics
9741,POIR 539,POIR 539 Conflict Processes
9742,POIR 540,POIR 540 Law and Public Policy
9743,POIR 541,POIR 541 Politics of the World Economy
9744,POIR 542,POIR 542 Foreign Economic Policies of Industrial Capitalist States
9745,POIR 543,POIR 543 Politics of International Monetary and Trade Relations
9746,POIR 544,"POIR 544 Religion, Politics, and Conflict"
9747,POIR 545,POIR 545 Critical Issues in Politics and Policy
9748,POIR 546,POIR 546 Environmental Policy
9749,POIR 547,POIR 547 Political Economy of Global Space and Environment
9750,POIR 548,POIR 548 The International Political Economy of Development
9751,POIR 550,POIR 550 Economic Bargaining Theory and Practice
9752,POIR 551,POIR 551 International Political Economy of the Pacific Rim
9753,POIR 554,POIR 554 Women in Global Perspective
9754,POIR 555,POIR 555 Democracy and Democratization in Comparative Perspective
9755,POIR 556,POIR 556 Latin America and U.S. Foreign Policy
9756,POIR 557,POIR 557 Africa and U.S. Foreign Policy
9757,POIR 560,POIR 560 Feminist Theory
9758,POIR 561,POIR 561 Japanese Foreign Policy and International Relations of East and Southeast Asia
9759,POIR 563,POIR 563 Chinese Foreign Policy
9760,POIR 581,POIR 581 International Relations of the Middle East
9761,POIR 590,POIR 590 Directed Research
9762,POIR 593,POIR 593 Practicum in Teaching Politics and International Relations
9763,POIR 596,POIR 596 Internship for Curricular Practical Training
9764,POIR 599,POIR 599 Special Topics
9765,POIR 600,POIR 600 Political Theory
9766,POIR 610,POIR 610 Research Design
9767,POIR 611,POIR 611 Introduction to Regression Analysis
9768,POIR 612,POIR 612 Qualitative Research Design
9769,POIR 613,POIR 613 Topics in Quantitative Analysis
9770,POIR 614,POIR 614 Experimental Political Science
9771,POIR 615,POIR 615 Formal Models of Politics
9772,POIR 616,POIR 616 Advanced Quantitative Methods
9773,POIR 617,POIR 617 Maximum Likelihood Estimation
9774,POIR 618,POIR 618 Problems of American Politics
9775,POIR 619,POIR 619 Supreme Court Politics
9776,POIR 620,POIR 620 American Politics and Policy Processes
9777,POIR 621,POIR 621 American Politics Field Seminar Part II
9778,POIR 622,POIR 622 Political Attitudes and Behavior
9779,POIR 623,POIR 623 Public Law
9780,POIR 624,POIR 624 American Constitutional Law and Theory
9781,POIR 625,POIR 625 Political Parties
9782,POIR 626,POIR 626 Executive and Legislative Institutions
9783,POIR 627,POIR 627 Urban Politics
9784,POIR 630,POIR 630 European Politics
9785,POIR 632,POIR 632 Latin American Politics
9786,POIR 633,POIR 633 East Asian Politics
9787,POIR 636,POIR 636 Seminar in African Politics
9788,POIR 637,POIR 637 Chinese Politics
9789,POIR 640,POIR 640 Comparative Politics
9790,POIR 641,"POIR 641 Comparative Judicial Policies, Processes, and Behavior"
9791,POIR 642,POIR 642 Institutions in Comparative and International Politics
9792,POIR 644,POIR 644 Political Economy of Development
9793,POIR 648,POIR 648 International Human Rights Law and Policy
9794,POIR 649,POIR 649 International Law
9795,POIR 650,POIR 650 Comparative Politics of East and Southeast Asia
9796,POIR 660,POIR 660 Introduction to International Relations Theory
9797,POIR 661,POIR 661 International Relations Theory: Advanced
9798,POIR 662,POIR 662 Governance in International Relations
9799,POIR 670,POIR 670 International Political Economy
9800,POIR 671,POIR 671 Political Psychology
9801,POIR 680,POIR 680 International Security and Foreign Policy
9802,POIR 790,POIR 790 Research
9803,POIR 794a,POIR 794a Doctoral Dissertation
9804,POIR 794b,POIR 794b Doctoral Dissertation
9805,POIR 794c,POIR 794c Doctoral Dissertation
9806,POIR 794d,POIR 794d Doctoral Dissertation
9807,POIR 794z,POIR 794z Doctoral Dissertation
9808,PORT 120,PORT 120 Portuguese I
9809,PORT 150,PORT 150 Portuguese II
9810,PORT 175,PORT 175 Accelerated Portuguese I
9811,PORT 220,PORT 220 Portuguese III
9812,PORT 225,PORT 225 Accelerated Portuguese II
9813,PORT 240,PORT 240 Portuguese IV
9814,PORT 250g,PORT 250g Visions of Brazil
9815,PORT 300,PORT 300 Introduction to Social and Literary Studies
9816,PORT 302,PORT 302 Introduction to Brazilian Literature
9817,PORT 316,PORT 316 Portuguese for Business and the Professions
9818,PORT 342,PORT 342 Brazilian Cinema
9819,PORT 390,PORT 390 Special Problems
9820,PORT 590,PORT 590 Directed Research
9821,POSC 100g,POSC 100g Theory and Practice of American Democracy
9822,POSC 110g,POSC 110g Ideology and Political Conflict
9823,POSC 120,POSC 120 Comparative Politics
9824,POSC 130g,"POSC 130g Law, Politics and Public Policy"
9825,POSC 165g,POSC 165g Modern Times
9826,POSC 190a,POSC 190a Politics and Society
9827,POSC 190b,POSC 190b Politics and Society
9828,POSC 201x,POSC 201x Law and Politics
9829,POSC 210gmw,POSC 210gmw Social Analysis of Gender
9830,POSC 220g,POSC 220g Critical Issues in American Politics: Presidential Election in Real Time
9831,POSC 248gw,POSC 248gw Human Rights
9832,POSC 250,POSC 250 Critical Issues in Comparative Politics
9833,POSC 255g,"POSC 255g Cultures, Civilizations and Ethnicities in World Politics"
9834,POSC 260,POSC 260 Global Ethnic Politics
9835,POSC 265gw,POSC 265gw Environmental Challenges
9836,POSC 270,POSC 270 Introduction to Environmental Law and Politics
9837,POSC 300,"POSC 300 Principles, Institutions, and Great Issues of American Democracy"
9838,POSC 311,POSC 311 Political Analysis
9839,POSC 315,POSC 315 Regulation of Elections and Political Finance
9840,POSC 320,POSC 320 Urban Politics
9841,POSC 321,POSC 321 Urban Political Problems
9842,POSC 322,POSC 322 Social Construction of Race and Citizenship
9843,POSC 323,POSC 323 Applied Politics
9844,POSC 325,POSC 325 State Politics
9845,POSC 326,POSC 326 Case Studies in Modern Leadership
9846,POSC 328,POSC 328 Asian American Politics
